"","X1","GPS","VFC","long_distance","Fx","Fy","MI_X","MI_Y"
"1",2009-01-02,1,1,NA,NA,NA,NA,NA
"2",2009-01-05,0.98862828713575,1.0022859152453,NA,0.380952380952381,0.575757575757576,0.239548298704963,0.706814091192346
"3",2009-01-06,1.01208244491827,1.01582556708282,NA,0.83982683982684,0.731601731601732,0.7955458657994,0.4643881247182
"4",2009-01-07,0.963752665245203,0.975030771935995,NA,0.0692640692640693,0.0865800865800866,0.236888396600774,0.389315013741301
"5",2009-01-08,0.918265813788202,0.960260242658695,NA,0.0735930735930736,0.268398268398268,0.0420647262813142,0.799740328768396
"6",2009-01-09,0.923240938166311,0.914366098118516,NA,0.575757575757576,0.0476190476190476,0.976564445569577,0.00284634164012837
"7",2009-01-12,0.861407249466951,0.887638473711975,NA,0.0303030303030303,0.151515151515152,0.0229487563813124,0.824241676905888
"8",2009-01-13,0.857142857142857,0.892210304202567,NA,0.45021645021645,0.623376623376623,0.289569996672896,0.704707879171339
"9",2009-01-14,0.817341862117982,0.950413223140496,"GPS",0.0735930735930736,0.96969696969697,0.000732832902838907,0.999550248988202
"10",2009-01-15,0.845771144278607,0.960436082292949,"GPS",0.891774891774892,0.714285714285714,0.889801396920325,0.351304767617998
"11",2009-01-16,0.862828713574982,0.986987867065237,"GPS",0.796536796536797,0.874458874458874,0.525985051367277,0.804175911849671
"12",2009-01-20,0.82089552238806,0.917179532266573,"GPS",0.0692640692640693,0.0216450216450216,0.692221391814236,0.0533707588762189
"13",2009-01-21,0.83226723525231,0.957974327413399,"GPS",0.718614718614719,0.930735930735931,0.281968443068131,0.941052549432244
"14",2009-01-22,0.853589196872779,0.967645507297345,"GPS",0.852813852813853,0.70995670995671,0.832693094084264,0.408617151402187
"15",2009-01-23,0.852878464818763,0.962018639001231,"GPS",0.510822510822511,0.428571428571429,0.569855497567503,0.360608866057243
"16",2009-01-26,0.85501066098081,0.980833479866362,"GPS",0.554112554112554,0.800865800865801,0.261843237245578,0.850648007868391
"17",2009-01-27,0.852167732764748,0.98716370669949,"GPS",0.471861471861472,0.636363636363636,0.306830611890888,0.702997023277851
"18",2009-01-28,0.892679459843639,1.02831018111482,"GPS",0.939393939393939,0.926406926406926,0.791455966192346,0.703043124248244
"19",2009-01-29,0.860696517412935,0.998241603657465,"GPS",0.116883116883117,0.151515151515152,0.239110963205115,0.430135443007354
"20",2009-01-30,0.801705756929637,0.985053631088447,"GPS",0.025974025974026,0.285714285714286,0.00429674003804755,0.942973801102492
"21",2009-02-02,0.799573560767591,0.950413223140496,"GPS",0.471861471861472,0.116883116883117,0.882183531784023,0.0325128308038956
"22",2009-02-03,0.813788201847903,0.991911376824336,"GPS",0.783549783549784,0.930735930735931,0.375141837708357,0.918443896229133
"23",2009-02-04,0.756929637526652,0.979954281695094,"GPS",0.025974025974026,0.329004329004329,0.00310401850697057,0.95596851174997
"24",2009-02-05,0.801705756929637,1.00087919817127,"GPS",0.961038961038961,0.826839826839827,0.952807640207581,0.348332763001451
"25",2009-02-06,0.848614072494669,1.02813434148057,"GPS",0.961038961038961,0.87012987012987,0.933641205291758,0.435136470291828
"26",2009-02-09,0.840085287846482,1.00351679268507,"GPS",0.38961038961039,0.168831168831169,0.738535422869876,0.102074971644702
"27",2009-02-10,0.817341862117982,0.953754176191314,"GPS",0.19047619047619,0.0476190476190476,0.79271097112238,0.0353651106707541
"28",2009-02-11,0.823027718550107,0.947248109723932,"GPS",0.606060606060606,0.402597402597403,0.724471750569312,0.243359366970561
"29",2009-02-12,0.831556503198294,0.95058906277475,"GPS",0.658008658008658,0.606060606060606,0.612772718512829,0.479325049811028
"30",2009-02-13,0.825870646766169,0.93036750483559,"GPS",0.41991341991342,0.181818181818182,0.752649499664277,0.102137564699507
"31",2009-02-17,0.810945273631841,0.929136627395815,"GPS",0.298701298701299,0.515151515151515,0.182244316259192,0.715906614596112
"32",2009-02-18,0.800284292821606,0.923333919465448,"GPS",0.363636363636364,0.424242424242424,0.349521385726976,0.513677703508696
"33",2009-02-19,0.821606254442075,0.932653420080886,"GPS",0.861471861471861,0.70995670995671,0.84632483663692,0.395159866481122
"34",2009-02-20,0.82089552238806,0.936521892034465,"GPS",0.510822510822511,0.606060606060606,0.388855797006292,0.625516795687734
"35",2009-02-23,0.803837953091684,0.895551257253385,"GPS",0.25974025974026,0.0692640692640693,0.802556226553906,0.0398626305562252
"36",2009-02-24,0.838663823738451,0.931422542641111,"GPS",0.922077922077922,0.922077922077922,0.740209810691998,0.740209810691998
"37",2009-02-25,0.824449182658138,0.941621241427818,"GPS",0.307359307359307,0.714285714285714,0.0930503015003667,0.892301200007889
"38",2009-02-26,0.806680881307747,0.906629154211359,"GPS",0.251082251082251,0.0995670995670996,0.702102454466289,0.0848477395023444
"39",2009-02-27,0.766879886282871,0.91260770177598,"GPS",0.0692640692640693,0.636363636363636,0.00486526617521246,0.973947320564611
"40",2009-03-02,0.734186211798152,0.869526991383858,"GPS",0.0865800865800866,0.051948051948052,0.491423776240823,0.158091120230877
"41",2009-03-03,0.723525230987918,0.841920168806049,"GPS",0.337662337662338,0.138528138528139,0.730214723415777,0.0915000981817681
"42",2009-03-04,0.757640369580668,0.867768595041322,"GPS",0.939393939393939,0.896103896103896,0.849032205258474,0.599656939210243
"43",2009-03-05,0.725657427149965,0.845261121856867,"GPS",0.0865800865800866,0.16017316017316,0.140565551433047,0.562302333855547
"44",2009-03-06,0.700071073205402,0.837875857218217,"GPS",0.121212121212121,0.380952380952381,0.0557365668544875,0.808960387282699
